,rmsd
37012877,0.3266064419426209
37012878,0.16051049603121756
37012879,0.19189545862968987
37012880,0.4919941447823338
37012881,0.38001627745754923
37012882,0.3838011151971779
37012883,0.3823529100401116
36970028,0.13363123065262392
36970029,0.5708683118430498
36970030,1.0805792942925572
36970031,1.1897271879038505
36970032,0.20681580820498446
36970033,0.15939975859733904
36970034,0.28995934005416585
36970035,0.09500359382027143
36970036,0.8429074012294075
36970037,1.180867703320176
36995632,0.2702256653028009
36995633,0.12208547876500767
36995634,0.18734760987118762
36995635,0.820537761409776
36995636,0.40649557768392625
36995637,0.7136921836762722
36995638,0.2644936088019251
36995639,0.21045998581079853
36995640,0.12355253078279618
36970802,0.1321622860023658
36970803,0.5394180054010707
36970804,0.18357522597901188
36970805,0.6912613644706311
36970806,0.14239895619241347
36970807,0.13822055548172593
36970808,0.2847303008622464
36970809,0.19955646918645548
36973609,0.1731238502407366
36973610,0.5663501439934017
36973611,0.17388111147869376
36973612,0.3266053953784877
36973613,0.33109910054199526
36973614,1.0340702241872441
36973615,0.33405990487576015
36973616,0.2856613281320515
36973617,0.898268788859195
36973618,0.618898229625761
37016967,0.2160352549634273
37016968,0.330128674001759
37016969,0.3645501251428721
37017054,0.23616049381992738
37017055,0.22440041424866405
37016490,0.22305111482658774
37016491,0.21650544188247212
37016492,0.22298327669505597
37012780,0.07141733557932688
37012781,0.06942528258724144
37012782,0.08924371819575629
37012783,0.06638258377824371
37012784,0.19674214195739909
37012785,0.22397894655266445
37007170,0.3652316739978187
37007171,0.1192116518088464
37007172,1.6041804357211915
37007173,0.5737842249160842
37007174,0.43910008026385355
37007175,0.3756259791342271
37007176,0.10701989899563566
37007177,0.3676457507186412
37016993,0.029014275837964523
37016854,0.03763783448615021
37016855,0.03282461503315321
37016856,0.032923511643874914
37016857,0.04253487748961938
37016858,0.04378977053068411
37016859,0.031070750908174384
36998165,0.30814633634345767
36998166,0.8370455874951972
36998167,0.12346008084244943
36998168,1.583696732270296
36998169,0.4704009496315468
36998170,0.9458558942312365
36990423,0.20553295804334148
36990424,0.11408661497565142
36990425,0.22698163012630976
36990426,0.13172639752816245
36990427,0.20553792562096407
36990428,0.2012888007992076
36990429,0.2050936873394776
36990430,0.12976093493229862
36990431,0.24715434940468417
36990432,0.17206004329035304
36980769,0.11811055251393858
36980770,0.7558437943052257
36980771,0.22146163002652983
36980772,0.11516259166900625
36980773,0.9035200915388835
36980774,1.2964204010743943
36980775,0.8082014996415675
36980776,0.1835655749911468
37008950,0.05837374050033377
37008951,0.07931769086132022
37008952,0.09566229543209079
37008953,0.11724423479167868
37008954,0.09613999893275349
37008955,0.05825480294465543
37008956,0.11917761222841083
37008957,0.07928178756514273
37008958,0.058335333415243586
36969634,0.16142884639883157
36969635,0.1036967366432357
36969636,0.3420777567382567
36969637,0.15915471767662484
36969638,0.09496865562896095
36969639,0.14634676676671426
36969640,0.1257155873726211
36969641,0.07785712240699824
36969642,0.08434575703685626
37012452,1.0334407450790009
37012453,0.139755280875093
37012454,0.28911566011619166
37012455,0.14149129003389177
37012456,0.1385471547789813
37012457,0.18577437704393193
37007875,0.4708891492562884
37007876,0.5059179399022637
37007877,0.48125746994547824
37007878,0.5719579123409043
37007879,0.46463003688244797
37007880,0.2965771635667562
37007881,0.36337298126374035
36974411,0.19996240067062343
36974412,0.23979411841381615
36974413,0.2642226801381585
36974414,0.2071480170972592
36974415,0.1624724070149057
36974416,0.20918930765332677
36974417,0.22629721972120648
36974418,0.136323069668718
37015790,0.15309592995000226
37015791,0.15998508194622793
37015792,0.5078586322062855
37015793,0.08633211289405078
37015794,0.11694692341872061
37015795,0.11902358911491755
37015796,0.11744621093656432
36985191,0.3670379612687506
36985192,0.12019886484526358
36985193,0.6559095295688714
36985194,0.21272436516493368
36985195,0.4533106664972144
36985196,0.8851952140228377
36985197,0.47793234688433384
36985198,0.9492081405719213
36985199,0.2383057713126702
37010838,0.15388947786511223
37010839,0.3876750550119587
37010840,0.8947224348253073
37010841,0.16316848612476872
37010842,0.17664702948051209
37010843,0.12702134650270344
36972527,0.20919906664075347
36972528,0.8282643550460231
36972529,0.11423731898591856
36972530,0.9980718269657671
36972531,0.1685212649909432
36972532,0.4934928675349174
36972533,0.7669606040248949
36972534,0.701420845128799
36972535,0.7663372474053586
36970494,0.20176295979202735
36970495,0.27508686141380767
36970496,0.16107659411491446
36970497,0.3707073492304601
36970498,0.34657310304713385
36970499,0.1757234713254244
36970500,0.15710875670839503
36970501,0.29272599775087454
36970502,0.3548244179323295
36970503,0.13950216284515557
37014434,0.16690421299872446
37014435,0.1801238125546409
37014436,0.19715010566494087
37014437,0.20971636048315148
37014438,0.19711388920774447
36973716,0.21179342046583738
36973717,0.18921350379963298
36973718,0.23129636962901481
36973719,0.23047721955672165
36973720,0.21111057561750293
37014035,1.2555514568128885
37014036,0.7249020903995483
37014037,1.0613918732626564
37014038,0.6514828184466972
37014039,0.48630622060813555
37014040,0.7249217642599507
37014041,0.6764936738460811
37014042,0.6511245459717065
37014043,0.364724014315334
37009944,0.23927304504214547
37009945,0.2348937069291093
37009946,1.553473201716913
37009947,0.23752702954239552
37009948,0.22327964903398587
37009949,0.2357977495773453
37009895,0.479575630202074
37009896,0.2500337939470746
37009897,0.25394559780261605
37009898,0.24680414531510697
37009899,0.24361148794866164
37009900,0.23749353159114253
37009901,0.24676049282189527
37009902,0.2525512207101792
36992614,1.3644036431780053
36992615,1.3604956173205716
36992616,1.364665235876142
36992617,0.9887284812699566
36992618,1.0867137974615864
36992619,0.10148275911998197
36992620,1.0863430555580618
36992621,0.16364728031661616
36992622,1.0480174228758394
36992623,0.9886772338736088
36992174,2.15104252317426
36992175,0.18353172845192237
36992176,0.3363827975909135
36992177,0.3761224046048287
36992178,0.4030647221244422
36992179,0.2992666412176542
36992180,0.1823378639310393
37017013,0.0307579584049444
36998857,0.20853091832414578
36998858,0.6961842918636446
36998859,0.1422824250922546
36998860,0.33024032102113243
36998861,0.15084618553820212
36998862,0.19848778535833983
36998863,0.12121829758990592
36998864,0.14110213542791009
36998865,0.1994349417463619
37017001,0.10255637207999661
36965446,0.8458012551746977
36965447,0.5695800345869765
36965448,0.18596566059058947
36965449,1.5448090733150537
36965450,0.8469859580826331
36965451,1.1653922551468299
36965452,0.6389361800656382
36965453,1.0175861950222238
37024381,0.38319996427769953
37024382,0.5983943710045494
37024383,0.651004094090131
37024384,0.1873899777513229
36974425,0.11647928265464935
36974426,0.1609718733345487
36974427,0.2727444220004364
36974428,0.26101780499182897
36974429,0.2323663886868094
36974430,0.38949529347483475
36974431,0.12912859330078075
37017160,0.14248481969813243
37017161,0.12062708422396014
37017162,0.08282455344393835
37017163,0.1445160304248619
37017164,0.12950823746631535
37007057,0.15470352370436288
37007058,0.09564446036211277
37007059,0.06108365094554088
37007060,0.19885388148008368
37007061,0.057951195978603216
37007062,0.11698962577544261
37008442,0.1599986147437879
37008443,0.11994153386052574
37008444,0.13488344071822683
37008445,0.1870185903120292
37008446,0.06845533021809258
37008447,0.09369477198142366
37008448,0.8154121934650331
37008449,0.8165310445353955
37008450,0.1339405167579701
36974374,0.14829886299553502
36974375,0.14657445326254417
36974376,0.13793517928795976
36974377,0.14598698806642954
36974378,0.13325321396463155
36974379,0.13989454485726313
36974380,0.14620114440049115
36974381,0.04491817871020088
36964806,0.1673044042307626
36964807,0.07662894053988409
36964808,0.16191046312891036
36964809,0.10578030464445669
36964810,0.09444046475452533
36964811,0.4841595056384494
36964812,0.14037012744961966
36964813,0.27810740720222554
36964814,0.3430859225390728
36961761,0.22106907478386892
36961762,0.13096511716836828
36961763,0.19822942743941246
36961764,0.22615006554997483
36961765,0.17159061080250024
36961766,0.49431144760856344
36961767,0.20459648190971835
36971640,0.27942344982938205
36971641,0.1734931477492481
36971642,0.20917021880361758
36971643,0.3316026298624539
36971644,0.20426723250819606
36971645,0.2713344979650963
36971646,0.15978532343374488
36971647,0.13967844407387658
36971648,0.34464790017601943
36971156,0.5795488521615451
36971157,0.2824350330721406
36971158,0.109395842931133
36971159,0.26944472020347005
36971160,0.4100064828013731
36971161,0.25020204276179353
36971162,0.48257302539578817
36971163,0.31251290138307763
36971164,0.17525273107952444
36971521,0.5171992193485061
36971522,0.2666748826895335
36971523,0.8608764489366675
36971524,0.5710994966917206
36971525,0.944384663167511
36971526,0.17394766509695297
36971527,0.7573039332870081
36971528,0.273327119602229
36971529,0.3553473952703673
36971530,0.7859972962144005
37014237,0.3168852457637497
37014238,0.26748774104690565
37014239,0.2980581099616912
37014240,0.44796947217585664
37014241,0.25738211108946574
37014242,0.24984260110537296
37014243,0.22607712228206128
37014244,0.3866436799544951
37014245,0.47825127825712566
37014246,0.31769356974659124
36969348,0.33987307037409564
36969349,0.3284149882705605
36969350,0.7955863402802027
36969351,0.7551180355965974
36969352,0.5670590834519217
36969353,0.5666764707480092
36969354,0.7184150631812354
37024214,0.15502176617583652
37024215,0.1550993326486421
37024216,0.13385978378960256
37024217,0.15474548170956134
37024218,0.13441000479533396
37024219,0.08214655098467696
37024220,0.34520360132136
36969191,0.8601913808515116
36969192,0.591668092401079
36969193,1.0684836631160624
36969194,0.30027530782540723
36969195,0.6674871626057366
36974995,0.037465048779349565
37016471,0.1978957016946921
37016472,0.325491687923596
37016473,0.24386286492380016
37016474,0.242086199816938
37016475,0.18631162565459747
37016476,0.325863521371892
37016477,0.302357367392009
37009450,0.12059558438054695
37009451,0.09758174317512865
37009452,0.1551732985916132
37009453,0.10464723113484192
37009454,0.27274524273900413
37009455,1.2039087222268487
37009456,0.1588094467852887
37009457,0.11402880992448547
37009458,0.13085434969929677
36970729,0.18947786107939132
36970730,0.6591924906229667
36970731,0.24692773849719046
36970732,0.22973987503359072
36970733,0.8832570829755755
36970734,0.23973874244882692
36970735,0.29154072567297656
36970736,0.23141788785221554
36975000,0.06826328106240007
37016289,0.3882962300208892
37016290,0.24045014951155927
37016291,0.3526881849364526
37016292,0.20050382113040285
37016293,0.325775810690749
37016294,0.3856500137370807
37016295,0.2739091413652148
37016296,0.3322958442804077
37016297,0.24676847273171706
37016298,0.20657936451473055
37016340,0.3513905486071111
37016341,0.2964226601361253
37016342,0.29652118847269615
37016343,0.24157854847505897
37016344,0.3573212323989031
37016345,0.33983885858333474
37016346,0.28644880071367046
37016347,0.43439522951227166
37016348,0.32614395518387085
37016349,0.2670838731759622
36955947,0.3264611603957963
36955948,0.29368231232116904
36955949,0.34570871530299335
36955950,0.05718570350440104
36955951,0.13169900934634451
36955952,0.2971116332700518
36955953,0.21174108693806779
36955954,0.11833826268840697
36973823,0.5331491991616305
36973824,0.34930443236540304
36973825,0.23288039954274675
36973826,0.20873145586346048
36973827,0.767627732619171
36973828,0.6570943841878986
37016615,0.4929583234036939
37016616,0.4834121190263263
37016617,0.4900611656573268
37016618,0.09567652661722595
37016619,0.6883321747340757
37016620,0.4729556352635175
37016621,0.515066318266659
37016622,0.44830887246504203
37016812,0.11970886764349224
37016813,0.44599468611131243
37016814,0.10588572769524097
37016815,0.8308408352990293
37016816,1.5175353600275885
37016817,0.5783775429964928
37016818,0.4007863979317342
37016819,0.6370987428030894
36997942,0.22385738399806793
36997943,0.25541370464209995
36997944,0.20636125124917917
36997945,0.21120402222041101
36998718,0.16413698480314273
36998719,0.48960116760109557
36984774,0.07394145780936975
36984775,0.07368081862703459
36984776,0.07316268247531896
36984777,0.06431375298117042
36998629,0.3226477332837902
36998630,0.49033677187298474
37010169,0.22061678040745442
37010170,0.17782424376355724
37010171,0.22064796862410987
37010172,0.19232536619536547
37010173,0.17754395811722692
37010174,0.17761239069011656
37010175,0.1947916647904981
37010176,0.1777955593140331
37010177,0.22054484315187622
37010178,0.22047988075530028
36998856,0.0595722735274088
36985289,0.3949904737952353
36985290,0.40454858037795594
36985291,0.40428198485608124
36985292,0.366841227799932
36985293,0.5446519590228871
36985294,0.40535732080238945
36985295,0.5081313429290185
36985296,0.40390749726718544
36985297,0.39525885409795836
36994587,0.5869635061829669
36994588,0.5939949805245073
36994589,0.2382037609912344
36994590,0.23813129329717955
36994591,0.16844135104978555
36994592,0.1920443726000926
37015962,0.1576017313250716
37015963,0.25768814928468864
37015964,0.19427814605077412
37015965,0.1604464384059236
37015966,0.04155374251499899
37015967,0.3570310048314103
37015968,1.1959641768208138
37015969,0.258161061114392
37013596,0.20134613069591634
37013597,0.20175888903136593
36997691,0.6161389178485965
36997692,0.2863659260420844
36997693,0.3706807186347715
36997694,0.5943928193937921
36997695,0.6180073977798072
36997696,0.2928403763984404
36997697,0.6230259918961759
36997698,0.5642877619469431
36997699,0.4033754589075763
37015642,0.3368915630353666
37015643,0.3366603879643091
37015644,0.43382512494344766
37015645,0.3370719734791057
37015646,0.33723065883322
37015647,0.43433648175382794
36973483,0.41580249607100184
36973484,0.26521630541355035
36973485,0.2653895762207461
36973486,0.44323692998835174
36973487,0.44323483678475173
36973488,0.2653186343252222
36973489,0.4158337773437986
36973490,0.41552512511062045
37015757,1.3087900191799873
37015758,1.7313321112201052
37015759,1.5084584523548532
37015760,1.308706744751933
37015761,1.495829380024655
37015762,0.3098022265610171
37015763,0.3100361291453362
37015764,1.7316949739211966
36969776,0.0550451353847639
36969777,0.7899145283907123
36969778,0.8268963219883787
36969779,0.12985944092356136
37017102,0.014642237686412688
36990994,0.17268542519070787
36990995,0.08056805168404454
36990996,0.0805248738403137
36990997,0.1723040754616986
36990998,0.08062085904397902
36990999,0.07988488702958547
36999086,0.07188742672566409
36999087,0.8462519195400063
36999088,0.8339202964430553
36981805,0.06914290529947134
36981806,0.10569730644202135
36981807,0.06906563215125337
36981808,0.5816429034166495
36981809,0.06547886833455159
36981810,0.13545831476322093
36981811,0.0655068956539504
36981812,0.13543957662758205
36975682,0.39337612735648925
36975683,0.3949086957167773
36975684,0.4309917910141825
36975685,0.4309545530234513
36985200,0.3661438844813092
36985201,0.0882177722731472
36985202,0.2734475572903687
36985203,0.28568427084941833
36985204,0.08889368924773995
36985205,0.4289047893783922
36985206,0.3654069546105492
36985207,0.3668818531691643
36986948,0.4538473226961206
36986949,0.21154749583683136
36986950,0.22626638466640364
36986951,0.226957045247466
36994259,0.4534478576006781
36994260,0.27961340070625496
36994261,0.27007261044978076
36994262,0.39208612566585366
36994263,0.38373787227353506
36994264,0.4305460334844918
36994265,0.36740993361635643
36994266,0.4255852541127209
36972327,0.1995563642510149
36972328,0.23027772821416165
36972329,0.20918329978773684
36972330,0.20527113653630122
37016977,0.15300345243156058
37016978,0.151881000823393
37009038,0.24789668475651921
37009039,0.2311512579296441
37009040,0.2483854762431491
37009041,0.2320156953916433
37009042,0.36153712797657583
37009043,0.23204207890336906
37009044,0.23167561834988631
37009045,0.3615105824206061
36973273,0.07149132907804816
36973274,0.06607465375442033
36973275,0.062843785397241
37013627,0.6032498738486378
37013628,1.3269218278999184
37013629,1.326597012967133
37013630,0.6042575980210989
37013631,0.6036979110579362
37013632,2.1745161163524487
37013633,2.1745021259828325
37013634,0.21306133064367863
37006609,0.26189402446042526
37006610,0.2624557303112182
37016238,0.26303586293717807
37016239,0.2520433513948458
36999389,0.050946774087848874
36999390,0.05371599432526537
37007954,1.0584792698991408
37007955,0.26631622217986534
37007957,0.1568522169353912
37007959,0.6982850544399909
37007962,0.20695045769116066
37007963,0.17218357979607107
37006751,0.4132972698634179
37006752,0.37827397958355363
37006753,0.32008032137283715
37006754,0.9579998997560818
37006755,1.556847093081389
37006756,0.41498406375973257
37006757,1.5611156564016435
37006758,1.5609638014383649
37006759,0.20593429791609302
37006760,0.4150012776806498
36969853,0.32618220086884425
36969854,0.3567909247585527
36969855,0.4294335208885866
36969856,0.2911772479788863
36969857,0.33098429553595826
36969858,0.6864545259618917
36969859,0.2880801888085822
36969860,0.3662444732515923
37012297,0.3789180181604366
37012298,0.31445172147513223
37012299,0.12504803319255342
37012300,0.3789625012037404
37012301,0.12191942016934791
37012302,0.3170611576434712
37012303,0.37903918698768047
37012304,0.12261496187631875
37012305,0.37890915483135174
37012306,0.3788968917837152
36992818,0.4756811443778321
36992819,0.47624410942185713
36992820,0.2484201768695868
36992821,0.42838517840835777
36992822,0.43423562824556455
36992823,0.7064401906564346
36992824,0.4708705569761504
36992825,0.30822848384342016
36992826,0.3058576176147208
36974893,0.20878333007037259
36974894,0.3630529232662599
36974895,0.2948092458173453
37016092,0.5489006023882457
37016093,0.225821147736059
37016094,0.3801867596979639
36974924,0.6473461112429252
36974925,0.1489876710855391
36974926,0.07703266819984897
36974927,0.04567377651251478
37009021,0.5755308263564106
37009022,0.5744839928957622
37009023,0.5642032873664572
37009024,0.8504595542687374
37009025,0.8504664454116247
37009026,0.8504043291191828
37009027,0.5831367695877784
37012638,0.2480946879963104
37012639,0.14000958931884325
37012640,0.23568919514573225
37012641,0.23369357218008668
37012642,0.1399380540787198
37012643,0.2069713422551858
37012644,0.2050929843541953
36974157,0.03774885491667347
36974158,0.04073444851589967
37010949,0.09405351349521454
37010950,0.09340677794964738
37010951,0.09348114493169982
37010952,0.09336495828017735
37010953,0.2659010243459416
37010954,0.09345408814938543
37010955,0.26584539055653106
37016161,0.25846220082707866
36985554,0.6367400471147124
36985555,0.0725197696437745
36985556,0.11414903278683314
36985557,0.07713969236055813
36985558,0.07648407445275485
36985559,0.12099534728060166
36985560,0.09466847047463266
36985561,0.1553499803634702
36985562,0.12274724340242915
36985563,0.11433290740156626
36970344,0.8439189188525741
36970345,0.27785826359089244
36970346,0.2898914673824732
36970347,0.24731377874535385
36970348,0.17474539068813905
36970349,0.22533734680387021
36970350,0.6089053014804939
36970351,0.562400103199165
36970352,0.22806378451539602
36998887,0.9831859910378112
36998888,0.35237806988045434
36998889,0.24534055916850886
36998890,0.9840650653098162
36998891,0.5165712744023109
36998892,0.24560887854004534
36994243,1.201366980391954
36994244,0.17259800661325334
36994245,0.1806403516149976
