,tfd
43428429,0.677011654
36961393,0.67512255
36962037,0.673211162
36955343,0.672098813
36993454,0.670946475
36995120,0.669953887
36957932,0.669594933
36957927,0.668755698
36966182,0.668646285
36980209,0.667391782
36960430,0.665781726
36988445,0.665494447
37007101,0.665413052
36967195,0.6651683
43419083,0.665061728
36983904,0.663650058
43429620,0.663604129
37015619,0.66305812
36988622,0.660899672
36962043,0.657805781
36996040,0.65734313
43422621,0.656991369
36970486,0.655862398
36985386,0.655783614
36987981,0.655290506
36966584,0.655075629
36969768,0.654999086
43431173,0.653236383
36979548,0.652602259
37006904,0.652251932
36957637,0.651683323
37007323,0.651440075
36955964,0.651315978
37009815,0.651173002
36966125,0.649226929
36969408,0.648884595
36975217,0.648572449
36986664,0.648356783
36995128,0.647873311
37006989,0.646367922
43428589,0.6445201
36982712,0.644129433
36986666,0.643826077
43420474,0.64371766
43423788,0.64296766
36959559,0.642630708
36963235,0.641883102
36989930,0.641858357
36968597,0.640903701
36989935,0.640423105
36962036,0.639996691
37012655,0.639590223
37012657,0.639589555
37013738,0.639459198
43427216,0.638175214
43428075,0.637709829
36961515,0.637281611
43432393,0.637224106
37010785,0.635911337
36971351,0.63548648
36992862,0.635286412
36995363,0.634972728
43419422,0.63448647
36972633,0.634484164
43428203,0.634250489
37007645,0.633684533
36961612,0.632882512
36964933,0.632700999
36956744,0.632528473
36985058,0.631929959
37011555,0.631889386
36993233,0.63177174
36955112,0.631347271
36964245,0.631293368
36981411,0.631180016
36955972,0.631048583
36991723,0.630140123
36968223,0.629893125
37012018,0.629801162
43420792,0.629272698
36958054,0.627590449
36962041,0.627009065
36987433,0.62653583
36959566,0.626279758
43429297,0.62569259
36955642,0.625549604
37015157,0.625021309
36971273,0.62448882
43428834,0.624148192
36979249,0.624080543
36986699,0.623567357
36986703,0.623557194
43427291,0.623462374
36997625,0.623404015
36977590,0.623218396
36961171,0.621767458
36981944,0.621329811
36976045,0.619697097
36959852,0.619481622
36988017,0.619370363
37010782,0.619162943
36998328,0.618662392
36998332,0.618501685
36987159,0.618448519
36994934,0.618104269
37009814,0.618083112
36978402,0.618045906
36990872,0.617717772
43427292,0.617593602
37009816,0.615817717
36993773,0.614862163
37009326,0.614490477
37009323,0.614152025
36983889,0.614139085
36965493,0.613789929
36994389,0.613766803
43425827,0.613729963
37012659,0.613533426
43428076,0.61307977
37015142,0.612958434
36965451,0.612941691
43425834,0.612878331
36963129,0.612710851
36975658,0.612221468
43420212,0.611256181
36955860,0.610281741
37014039,0.609994056
43423344,0.6094086
36960262,0.609071786
37014976,0.608677669
37015291,0.608356763
36956926,0.606846609
36966976,0.60670995
43428201,0.606464804
43428784,0.604259139
36965887,0.603808777
43424646,0.603248607
36987160,0.603230634
36957707,0.60300526
36959558,0.601572095
36955650,0.599291597
36988770,0.597866472
36957929,0.597661
36999044,0.597612921
36957931,0.596851091
36970709,0.594644195
36981334,0.594481414
36970708,0.594395078
36999217,0.594352507
36967791,0.594266187
43427502,0.594158855
43426025,0.593734393
36981336,0.593529633
36962039,0.593267686
36989700,0.593097626
36967602,0.592542843
36964036,0.592498061
36987163,0.592418483
36980617,0.591934723
36990594,0.591874694
43427415,0.591489011
37013919,0.590836458
37013923,0.590788359
37013922,0.590787364
43428061,0.590113989
36998727,0.590014266
36993940,0.589445575
36977538,0.588868468
37014140,0.58854418
36996046,0.588529709
36995302,0.58817189
36976064,0.58799247
36988821,0.585502899
37011085,0.585379204
36958566,0.58426764
43423914,0.584066386
43424723,0.583804495
36958564,0.58371173
36969749,0.58342326
36997564,0.58296772
36976271,0.582808732
36997954,0.582715793
36976272,0.582705702
37011870,0.582639961
36987713,0.581698984
37013826,0.581596506
37010732,0.580775035
43425774,0.580763684
36969821,0.580741846
36955337,0.58002479
36976777,0.580021708
36972439,0.579731585
36955341,0.579437889
37014057,0.57892361
36975465,0.578597744
36968695,0.577970852
36968692,0.577876614
36991856,0.577758822
36972617,0.577686107
36994349,0.577340823
36977145,0.577183004
36996048,0.577167934
37015766,0.576609433
43429112,0.576559554
43425591,0.576365574
36994114,0.576300686
37015109,0.575922761
37015104,0.575851437
36969278,0.575564566
37023329,0.575099713
36977290,0.574951504
36955532,0.574490229
36971276,0.574332588
36966969,0.57374808
37015524,0.573062317
43428755,0.572878631
36955827,0.572634248
37015556,0.571596423
43420028,0.57123666
37015768,0.570666208
43423159,0.570665082
43424406,0.570478936
37008686,0.570317889
36972657,0.570024354
36958319,0.570021564
36972662,0.570015878
43418967,0.569882959
43420254,0.569849069
36978618,0.569735784
36984066,0.569524861
36993862,0.569480278
36992327,0.569131049
37008394,0.568974945
43427429,0.568566524
36990351,0.568359563
36973975,0.567856231
36980084,0.567696493
43426117,0.567061639
37014108,0.567051233
36989069,0.567028045
37014110,0.566855424
36976742,0.566119426
36961611,0.565918802
43432433,0.565391015
43423256,0.564947126
36997621,0.564883794
36974245,0.564558965
36966180,0.564180742
43427296,0.563679222
36975396,0.563223273
37010543,0.562327397
36998808,0.562189645
43429705,0.561952662
36976383,0.561500854
36972915,0.561271182
36996047,0.560891685
36991506,0.560417343
36969273,0.560370711
43427310,0.560305093
36978652,0.560268132
36996041,0.560159658
36979546,0.560098369
43424884,0.558486517
36959661,0.558366804
36964659,0.55833469
43419098,0.558046717
36990593,0.557938566
36994826,0.557151766
36963237,0.556093329
37014050,0.555250322
37007172,0.555228647
36985022,0.55513308
36996044,0.554984472
37015509,0.554728655
36987093,0.553948037
43420540,0.553190605
36996917,0.55242592
37011367,0.552313639
43424436,0.552270934
37008715,0.551477399
36959561,0.551346048
43427221,0.551238476
43432804,0.550524499
37016961,0.550440185
36977809,0.549849536
43419554,0.549782682
43428871,0.549516699
36970152,0.549299963
36965449,0.549177032
36987965,0.548523578
36990368,0.547668527
36965276,0.547564048
36973574,0.546395716
36969820,0.546344252
36959068,0.546240933
36959353,0.546138603
36968326,0.545888626
43424735,0.545798225
36958490,0.545668092
36955460,0.545559044
36990932,0.54555689
36955338,0.5455299
36968387,0.545261454
36957555,0.545027837
36991135,0.544742423
36985903,0.544624259
43428824,0.544613882
36983021,0.544054833
36983020,0.543852406
36975042,0.543818115
36955534,0.543793141
36996117,0.54327801
43420895,0.543260377
36957033,0.543218603
36984285,0.541872902
36968693,0.54184675
36989007,0.541624131
36958604,0.541346556
36977289,0.541338588
37007838,0.540774383
37011319,0.540669674
43428816,0.540650722
36966529,0.540148906
36973075,0.540148776
36955014,0.539598601
43422369,0.539545027
43424126,0.539423779
36994184,0.539115235
36993941,0.538806838
43424333,0.538490931
36965839,0.538466217
36990065,0.538079608
36989126,0.53789011
36999293,0.537327657
43420402,0.536744474
36981776,0.536404081
36979762,0.536136621
37010720,0.536024557
36973366,0.535969568
37010654,0.535945449
37010657,0.535499807
36997974,0.535278581
37010722,0.535233573
36988147,0.535191627
36980729,0.53501172
37010725,0.534850226
36976539,0.534209871
43427501,0.534130799
43423253,0.533298372
36997950,0.532975188
36986705,0.532916727
36969824,0.532853601
36982693,0.532484511
36982684,0.53244761
36978545,0.532386997
36980979,0.532369569
36970493,0.531808829
36972618,0.531775595
36989426,0.531625999
36959070,0.531287076
36994387,0.531127487
36966187,0.531119457
36965086,0.531048767
36976043,0.531036081
36991580,0.53085868
43423293,0.530595109
37007840,0.53058321
36994386,0.530550444
36965088,0.530358096
43432065,0.529618474
43422423,0.528985936
36986451,0.528556883
36967891,0.528522268
43427421,0.528208261
36991694,0.528174035
36965081,0.527588695
36957189,0.527447348
37013648,0.527360209
36973073,0.527347955
43423880,0.527027945
36990877,0.526624676
43423906,0.526551615
37010568,0.526008051
43425832,0.525670743
43424878,0.525481785
43425833,0.525289111
36973070,0.525093675
36983023,0.52467864
36983235,0.524635576
43419290,0.524612255
36998653,0.524198634
36983019,0.524176141
36983232,0.524077108
43425831,0.52406413
36998478,0.523911379
36982211,0.523060592
37016088,0.522943908
36984941,0.522695761
43425004,0.522622843
43422994,0.522605104
37009770,0.522367657
43419556,0.521573793
36965082,0.521539232
36977832,0.521184032
36975995,0.521126877
43419957,0.52098258
37009699,0.520708573
36969116,0.520430852
36983230,0.520412519
36992861,0.520248579
36988303,0.519817884
36987770,0.519754166
36982690,0.519531539
36957846,0.519433969
36995759,0.519348753
37010225,0.519124906
36964386,0.51874852
36994178,0.517473689
36969277,0.517306865
43422968,0.517101469
36974640,0.516955418
36976708,0.516632393
36978765,0.516072073
36955326,0.515742445
36955614,0.515298141
36989172,0.515292224
36962645,0.515005273
36955928,0.514229881
43425479,0.513933307
36961196,0.513033174
36978140,0.512985746
43429371,0.512861123
37011872,0.51271769
36985815,0.512688351
36990873,0.512488288
37015758,0.512343798
43419799,0.512023452
43420786,0.511821524
36965079,0.511676012
37009189,0.511373544
43429364,0.511341529
36972537,0.511228249
36972538,0.511103117
43422373,0.510939519
36956451,0.510736672
37014105,0.510247794
36990591,0.510032329
36983026,0.50999526
36960819,0.509829707
36993192,0.509789123
36966536,0.509530365
43420485,0.509523363
37015665,0.509512482
43425250,0.509059849
36956730,0.508991672
43428078,0.508733471
36967780,0.508495947
36995323,0.508147363
36972041,0.50786992
36955117,0.507783696
36963154,0.507284048
36961197,0.506928069
37008166,0.506190512
43424355,0.505927927
36989181,0.50561807
36958556,0.505460436
36969850,0.505422229
36995810,0.505377795
36955322,0.505109634
36959203,0.504971478
36965299,0.504949538
37006988,0.504886691
37014485,0.504199772
43426437,0.504126297
43429145,0.503265327
36969645,0.502763303
37011268,0.502386773
36987111,0.502161917
36959713,0.502148281
36957595,0.501846163
36982692,0.501335224
43428427,0.501215725
36957593,0.501130971
43422965,0.50101587
36985224,0.500889532
37007394,0.500452394
37015764,0.50028371
43420461,0.500223971
36982949,0.500157757
36975662,0.500058492
36968616,0.499998442
37006964,0.4997651
36990589,0.499653571
36990590,0.499639243
36990592,0.499627067
36971431,0.499568471
37006960,0.499194177
36958485,0.498672966
36985051,0.498394709
36976202,0.498029934
36957596,0.497935101
36977353,0.497915463
36986750,0.497551168
36957592,0.496663664
43425758,0.49664104
37009775,0.496607968
36966101,0.496595671
36984279,0.49658655
36970632,0.496126518
36960844,0.495990606
37016270,0.495984413
36982194,0.495683471
36959563,0.494926979
36977540,0.494880094
36957597,0.494796918
36995899,0.494768874
36982572,0.494654602
37013845,0.49460805
43428563,0.494016024
43432394,0.493883954
36968335,0.493850631
36992330,0.493840696
36979536,0.493750815
36979533,0.493340705
36962350,0.493051262
36991192,0.492846762
36971369,0.492396164
36983257,0.492219344
36955111,0.492214369
36999041,0.492208359
43421285,0.492170802
36999045,0.49211778
36974760,0.49205615
36993455,0.492049236
36962506,0.491396988
36973295,0.491275911
36961294,0.491067962
36978637,0.490828821
43422992,0.490670179
43421249,0.49053443
37007138,0.490463523
37007139,0.490452571
37009891,0.490261163
37014971,0.490035347
36981962,0.489939976
37009053,0.489927669
36965453,0.489882846
36974328,0.48987491
36954971,0.48985887
36979871,0.4897524
43426976,0.48955673
36977293,0.489481762
36986402,0.488886886
36986399,0.488826195
43421559,0.488657193
36958308,0.488617853
36979754,0.488482656
36978042,0.488250905
36957629,0.488180756
43425961,0.488156153
36991193,0.488001178
36987164,0.487926695
36981277,0.487510171
36974531,0.487169466
37013472,0.487166032
43425631,0.486822402
36958314,0.486733259
36998477,0.486653695
36988862,0.486610934
36963769,0.486483915
37016767,0.486251497
36976061,0.486230491
43432222,0.4859829
43423903,0.485959518
43425302,0.485332541
43422928,0.485324163
36987472,0.48501052
36971812,0.484660067
36976671,0.484609331
43419090,0.484527139
36961755,0.484427869
36991188,0.484333731
36977402,0.484259314
43420892,0.484043594
36974333,0.48385838
37014141,0.483794129
43425248,0.483765612
37014135,0.483730232
43424902,0.483674596
36995126,0.48359258
36987697,0.48351876
36992166,0.483464933
43423574,0.483432568
36961677,0.483410192
36978552,0.483403991
36993422,0.483229536
43425197,0.48306602
36958659,0.483054509
36958652,0.48296183
36975540,0.482889673
36974529,0.482832105
36971627,0.482018206
36992614,0.481906711
36972272,0.481860973
36989177,0.481573104
36990490,0.48143185
36996530,0.481427756
43427271,0.48139079
36974527,0.481287235
36991554,0.481060088
43423254,0.480588996
37006985,0.480533533
36974535,0.480429279
36974820,0.480226243
37012158,0.48017738
36962669,0.480145007
36997951,0.479867633
37011217,0.479862855
43423201,0.479758307
37010367,0.479609843
36976900,0.479447831
36994739,0.479418122
36998390,0.479306353
37010368,0.47917619
36970489,0.478913569
36960851,0.478705316
36961521,0.478537159
36970491,0.478493345
36978551,0.478463329
37006946,0.47828489
43420295,0.478030255
43420464,0.477355132
36976203,0.477319063
36967440,0.477066521
43425304,0.476914669
36978202,0.476789173
36966491,0.47668116
37009613,0.476563177
43425778,0.476497992
36975883,0.476375621
36959904,0.47600092
43424802,0.475930451
36995053,0.475785658
43425133,0.475689917
36955515,0.475019656
36958391,0.474861833
43423815,0.474633103
43419576,0.474436377
36982057,0.473714338
36960264,0.473627522
36965905,0.473597311
36962044,0.473447245
36962085,0.473284755
36974330,0.47314446
36987692,0.473083228
36974536,0.472742012
36981491,0.472551314
43422421,0.472404368
36993601,0.472279853
43426890,0.472265231
37015757,0.472189851
36962084,0.472089968
36962087,0.472057548
37015760,0.471946172
36974396,0.471909012
36975849,0.471828658
43428428,0.471440611
36961289,0.471366196
36995598,0.471359206
43427311,0.471218451
36990919,0.471137724
43425841,0.471131089
36993247,0.471110106
36981998,0.471037392
36976011,0.471030108
36981520,0.470985452
36991190,0.470955555
36968013,0.470717986
43419932,0.470651127
37015759,0.47054937
36966487,0.470215824
36996611,0.47006157
36958525,0.469966212
36996132,0.469933929
43422897,0.469809756
37012260,0.46967139
36961449,0.469292088
36966993,0.469210796
43424353,0.469188064
36967407,0.469078577
37012268,0.469005818
43425437,0.468914676
43422876,0.468849868
37013737,0.468583175
36966490,0.468577313
37014972,0.468434931
36968609,0.468426501
43421214,0.468396086
36965291,0.468312603
36978556,0.468211394
43421289,0.468118006
36999023,0.468111524
36974391,0.467778904
36967405,0.467688503
43418905,0.46758858
43420137,0.467569064
36957752,0.467469466
43429339,0.467222931
43427486,0.467148081
43424877,0.467100595
36965931,0.466458801
37014910,0.466020021
36985177,0.465993222
36988593,0.465799182
36965385,0.465599481
43426221,0.465575672
36968020,0.465418633
37007391,0.465383627
43429875,0.465366817
36966008,0.465324397
36957648,0.465174316
36965893,0.464905108
36967898,0.464847137
36955113,0.464752923
36993934,0.464666663
36992498,0.464651794
37011999,0.464647974
36980774,0.46450469
37008052,0.464437194
43427488,0.464342524
37011997,0.464076805
36976590,0.464071707
36983751,0.463923198
36996218,0.463902251
36973369,0.463877351
43420893,0.463866484
36992085,0.463849406
37011370,0.463731247
37012458,0.463404927
36985418,0.46331085
36993816,0.463150901
37012001,0.46303183
43424411,0.462752315
36983229,0.462572235
37016091,0.461834134
43422422,0.461827155
43420992,0.46151877
37012795,0.461181756
36970490,0.461120385
43423910,0.460835997
36960825,0.460814767
36975505,0.460635521
36995267,0.460592852
36977155,0.460250404
36970963,0.460230089
36962035,0.459957546
36990374,0.459725378
36988791,0.459542547
36970765,0.459426642
36974427,0.459160175
37014908,0.459091015
36973400,0.459021912
36981643,0.458916126
36990369,0.458781111
36989063,0.458692713
36957044,0.458541702
36983226,0.4584794
36962038,0.45842017
36988790,0.458232384
43427577,0.457995215
36958641,0.457943301
36995143,0.457926419
36966232,0.457623342
43423049,0.457424308
36991692,0.457424063
37013846,0.457385914
36985003,0.456914249
36957472,0.456826934
36970719,0.456673819
36992170,0.456499416
43432893,0.456378199
37013347,0.456145512
36962899,0.455973179
36966074,0.455741434
36966179,0.455713189
37006473,0.455647137
37014122,0.454547941
37015105,0.45450081
36995900,0.454486281
36994641,0.454478978
37013656,0.454111707
43427483,0.454108835
43422455,0.454063088
37011371,0.454009008
36960063,0.453958784
36980562,0.453838504
36990754,0.45380238
37014511,0.453797891
37006543,0.45369721
36996512,0.453651359
36982872,0.453501466
36997604,0.453448339
36982816,0.453405466
43427490,0.453380691
36972138,0.45325643
36988377,0.452882309
36989591,0.45278617
43429847,0.451991479
43424732,0.45195578
37008005,0.451907091
36993529,0.451722629
43419469,0.45135617
36956930,0.450992118
36985898,0.450686585
36970401,0.450541115
37006970,0.45053053
36967839,0.450340734
36967015,0.450116474
36977354,0.449899101
37011314,0.44982876
43425040,0.449621202
37008186,0.449526606
36960821,0.449208787
36955166,0.449187863
36983965,0.449127626
36991988,0.449100845
36986873,0.448983068
36967328,0.448877607
43423374,0.448697936
36974822,0.448629381
36969823,0.44836096
36965789,0.448097166
36962686,0.44807348
36980956,0.448044819
36965915,0.448036736
36959209,0.447842169
36975747,0.447687073
36955816,0.447679581
36994545,0.447444472
43427201,0.447442198
36987711,0.447077969
36973370,0.446891009
36963297,0.446886592
37009700,0.44636795
36970488,0.446330696
36966186,0.446199694
43419985,0.446024155
36965460,0.445903058
37008554,0.445793485
36959849,0.445782849
36966045,0.445769064
36995157,0.4457492
36995159,0.445726939
43425793,0.445657761
36963735,0.445619795
36974891,0.445617724
36974890,0.44554586
36983301,0.445336752
43424354,0.44527623
36959565,0.445222637
37007134,0.445215491
36974329,0.445187327
43422689,0.445151429
43427484,0.444929642
36971482,0.444764753
36990108,0.444622993
36985897,0.444604843
36967895,0.444594538
36981993,0.444537016
36975994,0.444132817
37007137,0.443879306
43422427,0.443674624
37011847,0.443627561
37014487,0.443344808
36961203,0.443241002
36986396,0.44313436
36975336,0.443078696
36976647,0.443071617
43421620,0.442998932
36966118,0.442978499
43425262,0.442818621
36989036,0.442783941
36958491,0.442768145
37014138,0.442611951
36976597,0.442381428
43429511,0.44234782
43419535,0.44206954
36997849,0.442019797
36968743,0.441980741
36989465,0.441926251
37011663,0.441731967
43419456,0.441506255
36957443,0.441420845
36963567,0.441415071
43422521,0.441327599
36955930,0.441315117
43423745,0.441252459
36997473,0.441208558
36966113,0.441071329
36966181,0.441018089
37008220,0.441015301
36988793,0.440726383
36981992,0.440593474
43425713,0.440499279
36988792,0.440466473
43423216,0.44035679
36991586,0.440330736
36970214,0.440100346
36963136,0.440087538
36992116,0.440071097
36985986,0.439820603
36969623,0.439630632
36990107,0.439622795
36970763,0.439576109
37010363,0.439285203
36957682,0.439039263
36966077,0.438780892
37014974,0.438741363
36968086,0.438662082
36980050,0.43853769
36966072,0.438450834
36966488,0.438430583
43427987,0.43806762
36971345,0.438057224
36991862,0.438009172
43424312,0.4378253
43424315,0.437758943
36973020,0.437269141
43422782,0.437262557
36987168,0.437232403
36996606,0.437146271
36971433,0.436886546
36987169,0.436736464
36985404,0.436618564
43425788,0.436518437
37009201,0.43625864
36959381,0.436204536
36963834,0.436199377
36991195,0.436142313
36963000,0.436050549
43420475,0.435891473
36972180,0.435777572
36984667,0.435510689
36968748,0.435506941
36961517,0.435425747
36976119,0.435129691
36987171,0.435118226
36963673,0.435112297
36969584,0.43470559
36983966,0.434607378
36972910,0.434511975
37008670,0.434492681
43422386,0.434471175
36986032,0.434467046
43427302,0.434399117
36989064,0.434249206
43423011,0.434228723
36955649,0.434224487
36977087,0.434222463
43422623,0.434173015
37014884,0.434050983
36987985,0.434047428
43425137,0.434042396
43424897,0.433777926
36996001,0.433671419
37007495,0.433559794
37015516,0.4335161
36985464,0.433507832
43432744,0.433505458
36964406,0.433419805
36992465,0.433376378
36990926,0.433270501
36963833,0.433167586
37011281,0.433093187
37009198,0.433035269
36969948,0.432965973
36993196,0.432709986
36991724,0.432631725
36992462,0.432594244
37007842,0.432511007
36955792,0.432119318
43427309,0.4320219
43424512,0.431891503
36992604,0.431722696
36956725,0.431533811
36962672,0.43135995
43431526,0.431331071
37013477,0.431176855
36993638,0.430845217
36970153,0.430755106
43419178,0.430751975
36964846,0.43067246
37015666,0.430566298
36995645,0.430406682
36976208,0.430340262
37015710,0.430199334
36962691,0.429804023
36991396,0.429717198
36967240,0.429434112
36970492,0.42932763
36968075,0.42923912
36985839,0.4289405
36983231,0.428848121
36985840,0.42871813
43423786,0.428693226
36985841,0.428580426
36957071,0.428396593
36992910,0.42820157
36982086,0.428139911
43426807,0.4279029
36975034,0.427893434
43425755,0.427884136
36957649,0.427874127
36979213,0.427849862
36988786,0.427841686
36975183,0.427795195
36971176,0.427726834
37016922,0.427707652
36993316,0.427695705
36988789,0.427643298
36959207,0.427626854
36997874,0.427481153
36957581,0.427407527
36968770,0.427229258
37008228,0.427120887
36961518,0.426968575
43420488,0.42694334
36960888,0.42674585
36958375,0.426673563
36996027,0.426610912
36979370,0.426574316
36956139,0.426485066
36982731,0.426297329
43432648,0.426072977
36970102,0.42578829
36961111,0.42558515
36978201,0.42541011
43428572,0.42538493
43419507,0.425323211
36966662,0.425322179
36957645,0.425273163
43429713,0.425078449
36972614,0.425014781
43423988,0.424964593
36983963,0.424678078
43426418,0.424439027
36984514,0.424063085
36967559,0.423971258
43426808,0.423861716
36981196,0.423428077
36976712,0.423356855
43425109,0.423262193
36974671,0.423213571
37011758,0.423064721
36992470,0.42295593
36959337,0.422908725
36970766,0.422885801
36987628,0.422570654
43421519,0.422185091
43425361,0.421995549
36959429,0.421801528
43425364,0.421799727
43427015,0.421771869
36976709,0.421771628
43425369,0.421715414
37010959,0.421565147
36993695,0.421318602
36964757,0.421281298
36992468,0.421212551
36958332,0.421057368
43419216,0.420701344
36977303,0.420578485
43427503,0.420366375
36963014,0.41985737
43419904,0.419810243
36963551,0.419678965
36980817,0.419586189
37010924,0.419519118
36969591,0.419495024
37010932,0.419404985
36993938,0.418983786
36974003,0.41895516
43426027,0.418872277
36992075,0.418745031
36994257,0.418727363
36983106,0.418588041
43427036,0.418545176
36985837,0.418543662
36969597,0.418470784
43432881,0.41845528
36964980,0.418384683
43423775,0.418208367
36985835,0.418168371
36984162,0.41815309
37014118,0.417834381
43424233,0.417806184
36970663,0.417542987
36956053,0.417461189
43422420,0.417460054
43419837,0.417373384
36970080,0.416969948
36992492,0.41694634
43428786,0.416923453
37010964,0.416921577
36987627,0.416907607
36961413,0.416905301
37010958,0.416724301
36983597,0.416610811
36995152,0.416534852
36980962,0.416499272
36976672,0.416395374
36961202,0.416040743
36970104,0.415947853
37015668,0.415854888
37009800,0.415802183
36989016,0.41557818
36967317,0.41556575
36991689,0.415364743
43432723,0.415013138
43422824,0.414795471
36955139,0.414784074
36970213,0.414615816
36998560,0.414395382
43425005,0.414302134
36982734,0.414265936
37012342,0.414207579
36989469,0.413963612
36978231,0.413905182
37011395,0.413902172
36978626,0.413768259
37013606,0.413698105
36966926,0.413642899
37012259,0.41349794
36961642,0.413423913
36999153,0.413417697
37010735,0.413231175
43432715,0.413208924
36988245,0.412890902
36957291,0.412854497
43422816,0.412766825
36993424,0.412737789
36991184,0.412730564
